label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,8_post,8_pre,9_post,9_pre,10_post,10_pre,11_post,12_post,12_pre,13_post,13_pre,14_post,14_pre,15_post,15_pre,16_post,16_pre,17_post,17_pre,19_post,19_pre,20_post,20_pre,21_post,21_pre,22_post,22_pre,23_post,23_pre,24_post,24_pre,25_post,25_pre,26_post,26_pre,27_post,27_pre,28_post,28_pre,29_post,29_pre,30_post,30_pre,31_post,31_pre,32_post,32_pre,33_post,33_pre,blank1,blank2,blank3,blank4,gen_02_post,gen_02_pre,gen_02_pre_241103200910,gen_03_post,gen_03_pre,gen_04_post,gen_04_pre,gen_05_post,gen_05_pre,gen_06_post,gen_06_pre,gen_07_post,gen_07_pre
g,507,507,33,137.036041,8.978,0.787926,[M-H]-,,Urocanic acid,Urocanic acid,C6H6N2O2,0.398,2.895075,137.036041,927662.75,35593732.00,3017130.75,493034.66,8720493.00,963599.25,1219917.88,170492.27,1421822.88,263941.16,2267908.50,41563912.00,20344504.00,1363131.25,904123.06,22229970.00,4745964.00,463934.50,889829.00,19161994.00,5115100.00,228460.50,431032.09,1737619.38,9487451.00,3590272.75,820947.31,747443.75,477071.50,3333800.25,1738224.38,2771635.25,3475331.00,611419.31,2155381.75,572238.50,1131174.12,374638.78,899300.31,414163.00,593264.19,754349.06,681322.00,1370050.62,438714.97,245649.00,489772.66,1956043.00,514700.91,13924.28,12073.00,10988.90,16074.44,1427993.62,593631.44,24874.47,17964798.00,5069378.50,5746477.50,325439.91,771020.00,12805633.00,27661810.00,1373494.50,20737722.00,1962161.62
g,509,509,51,138.056534,7.061,0.834536,[M-H]-,,Ethylmethylmaleimide isomer,Ethylmethylmaleimide isomer,C7H9NO2,0.236,3.536834,138.056534,3530356.00,2304797.00,2378673.75,586061.94,2049013.62,1082800.38,1184966.88,3236072.25,307695.53,1016398.25,335672.34,6774094.50,4024407.00,2344916.25,659722.81,1748582.50,632442.81,85828.59,433349.41,5265256.00,486054.09,1078578.25,218886.83,2594063.25,937698.00,2169165.25,744818.50,4802232.50,501166.16,3000668.75,408612.16,3487037.75,524593.56,1476239.38,362468.91,1690953.38,221977.83,299865.16,113585.62,778400.81,633884.19,2348513.00,249732.69,2094735.12,447559.28,47419.57,143488.52,1443886.88,227137.92,7332.05,7963.03,25258.90,53921.14,7015416.00,291534.78,329804.72,3312349.00,1443204.00,3529068.75,305470.00,992264.69,2466221.50,3693201.25,512366.97,6354691.50,818227.50
g,513,513,65,139.051758,10.325,0.839126,[M-H]-,,Methylimidazoleacetic acid,Methylimidazoleacetic acid,C6H8N2O2,0.837,3.292049,139.051758,43453920.00,3663616.00,1836963.62,7049980.00,1704763.00,526440.75,218994.95,124294.93,204988.67,54967.22,693472.00,1038989.81,3962089.25,118691.16,5672550.00,63861.65,2673436.00,1450339.38,808712.19,3129740.00,315258.66,60806.88,560248.62,72174.92,1110937.38,147497.50,160727.81,60330.90,91300.09,312925.72,70448.23,111511.00,1426420.62,277503.53,158724.83,52769.61,86019.60,3590162.00,4277274.50,288902.62,4621515.50,39923.00,133739.64,90441.31,279255.66,1124269.88,318123.38,52950.41,304601.62,11673.93,10264.19,15805.10,15022.09,348381.41,4023802.00,3219720.00,22330038.00,4515074.00,82700.62,307991.75,113944.15,307351.09,1676695.88,673708.25,89035608.00,1361602.88
g,515,515,16,144.066833,11.526,0.732608,[M-H]-,,4-Acetamidobutyric acid,4-Acetamidobutyric acid,C6H11NO3,0.474,1.482807,144.066833,613966.12,954325.50,216481.33,523816.59,439054.12,630446.56,239471.31,113256.09,262799.75,157086.20,105834.72,632126.19,888342.75,339260.97,510120.34,695179.12,737437.94,244562.58,1152853.50,368211.66,606792.19,191928.55,191989.33,288971.47,912064.25,363335.00,1442400.00,329821.34,378392.50,264311.03,3067302.25,244224.58,288744.50,294327.50,417573.75,42443.88,78480.35,164643.55,248142.58,250426.05,504967.16,189282.98,253322.31,802565.06,839158.19,576888.31,117666.48,227494.05,225681.75,6087.71,3349.80,10164.24,6330.47,223941.62,206804.08,296506.97,409189.09,1177024.88,428663.88,762096.69,395092.62,1625489.12,688028.31,739652.31,681763.25,658243.31
g,525,525,48,143.071640,8.362,0.832878,[M-H]-,,trans-4-Hydroxycyclohexanecarboxylic Acid,trans-4-Hydroxycyclohexanecarboxylic Acid,C7H12O3,0.578,1.919729,143.071640,497930.84,946824.69,217939.95,110934.63,1551845.88,964429.25,191057.67,156162.19,207218.70,215295.12,96664.30,312273.22,1685278.38,479216.59,270071.47,514887.50,1993927.50,121916.77,611384.06,908323.19,519769.91,123861.37,139801.23,197758.64,1496440.38,748662.19,2327312.75,900664.81,417791.59,278375.06,467377.59,1952243.50,1025568.56,181315.61,256236.61,33420.58,494234.22,40813.19,373621.59,243256.38,247332.50,1231905.88,122104.88,831494.50,426045.91,38727.86,75376.27,593563.69,472245.88,46192.12,21346.62,27521.30,30071.01,594643.44,117725.50,115985.46,12603049.00,1838545.50,550242.56,648556.69,570732.19,1778469.62,21419152.00,1059759.00,2248613.75,327172.91
g,529,529,46,144.045822,3.284,0.857075,[M-H]-,,4-formyl Indole,4-formyl Indole,C9H7NO,0.391,2.330468,144.045822,2833458.25,29002630.00,694142.06,277910.78,952961.31,945089.44,236036.30,80642.34,42459.31,47404.11,12513.54,4768703.50,21612728.00,378930.97,400314.97,1280596.38,599566.44,16775.33,108317.34,1805094.38,155872.20,30483.83,38960.52,177498.05,643023.19,319133.12,280074.62,831812.50,273817.25,1055548.88,439055.66,421084.34,127662.77,216516.52,118262.98,2120.64,26879.09,24391.48,195459.45,503315.53,165838.88,82390.75,23062.77,608641.25,142458.95,12166.15,13083.66,312403.47,43645.57,9768.60,17477.92,12884.78,8237.36,157738.45,986013.00,301399.28,15750069.00,1751181.38,680807.00,224646.50,260827.38,7569666.50,3050569.00,633417.12,29123058.00,180471.50
g,530,530,39,144.066910,7.235,0.830146,[M-H]-,,N-butyrylglycine,N-butyrylglycine,C6H11NO3,0.267,2.012382,144.066910,17484584.00,2637466.00,112860.15,281368.72,805192.81,652021.75,491319.12,83792.11,79339.38,33416.16,95047.75,985605.50,2684813.75,329160.28,1311981.88,823521.19,240044.06,20577.21,45699.59,803423.50,364981.22,125416.32,63802.95,49587.61,368325.47,198377.62,76801.29,187496.30,40605.61,242263.62,142128.45,212784.56,120995.37,105310.66,117713.25,9402.58,136231.67,91816.87,236949.17,56765.00,160609.06,345070.78,108917.29,41591.70,182716.64,19165.21,255668.19,196063.14,322450.28,10167.71,8361.25,7239.32,8356.15,27685.11,108197.68,222206.62,4859955.50,2469153.25,65958.97,67927.16,105574.32,698543.69,246378.58,647965.50,10491812.00,469122.88
g,534,534,47,101.061035,4.583,0.822494,[M-H]-,,Valeric acid,Valeric acid,C5H10O2,0.583,2.264793,101.061035,622951104.00,562841536.00,303889600.00,631766976.00,437529856.00,588715776.00,172061936.00,132292424.00,398796032.00,99195480.00,45224772.00,177973456.00,965556288.00,141752432.00,672691840.00,214041856.00,222152720.00,10924630.00,107883520.00,265083776.00,230249392.00,56259548.00,28889290.00,90249384.00,256438768.00,227504048.00,311079840.00,149007968.00,99854376.00,172964176.00,167958096.00,251146768.00,176749056.00,121553448.00,259960816.00,54907780.00,54565332.00,63534364.00,104560600.00,169037376.00,278907616.00,173404752.00,51226388.00,138205168.00,189044816.00,2560168.75,53802900.00,117378904.00,101608936.00,1335541.12,1414628.12,1421137.00,1560913.62,581505280.00,9546332.00,471613.00,315541568.00,256285184.00,213218112.00,222382704.00,94018552.00,382772064.00,388237056.00,221385360.00,1155862016.00,336210816.00
g,536,536,30,102.056290,13.028,0.793433,[M-H]-,,3-Aminobutyric acid,3-Aminobutyric acid,C4H9NO2,0.017,2.317464,102.056290,11037069.00,6630134.00,1357771.62,2405374.75,3900861.75,2243466.75,746558.69,308203.16,850290.44,527433.94,221246.55,4884926.00,8375728.00,1241377.25,1456880.50,2591179.25,2015053.88,121658.94,941120.50,1756621.62,1627624.00,724839.19,262451.44,891477.50,2444866.00,1723957.62,3145860.00,854815.44,1433252.12,689888.88,1868264.38,919658.31,667612.56,1036807.00,832247.25,159219.19,468201.41,259679.62,835230.81,902824.75,1202290.12,425398.50,455091.78,2077896.00,1313909.62,57773.81,116127.40,554563.12,774107.81,27961.20,30023.43,27194.90,27610.74,2530663.25,850624.69,958035.56,3022547.75,5915138.50,1834001.12,879059.31,1427645.38,7573743.50,10065521.00,2782859.25,5052832.50,1687998.88
g,544,544,61,104.035645,13.587,0.851677,[M-H]-,,serine,serine,C3H7NO3,0.159,3.153390,104.035645,12512604.00,9444858.00,4990953.50,2695733.25,16544665.00,1818867.38,551764.44,133368.27,437036.34,83345.64,296907.41,14962673.00,22315142.00,1751415.62,3559602.75,9052592.00,5701587.50,65634.47,388852.41,10263997.00,1393513.00,72895.49,118179.66,604963.06,2529783.75,3077835.00,967447.50,1515081.12,405593.59,2569792.75,1466039.38,4381969.50,2161170.25,658110.81,646303.88,71606.01,150959.67,61931.50,894244.19,2136424.50,959854.50,218779.92,196148.00,4529764.00,661455.06,36805.56,81246.25,1363299.25,300900.72,8305.58,8325.59,11403.67,37550.61,7755850.50,523671.16,690006.25,3426750.00,5988276.00,4152822.00,1575542.38,1085578.00,6548882.50,21952568.00,2615146.00,13114429.00,750897.00
g,545,545,63,105.019600,10.343,0.824323,[M-H]-,,glycerate,glycerate,C3H6O4,0.217,2.542663,105.019600,2243881.00,10931059.00,477173.25,749476.69,15074200.00,4770261.50,661559.44,358222.84,260856.83,129998.56,175038.00,9165865.00,7063566.00,3782406.00,1174694.00,6855682.00,1198116.50,118673.73,680222.44,2583075.50,350717.03,257758.14,454244.38,888573.69,4834618.50,1344225.25,1256935.50,3739489.00,198740.67,939310.81,1815150.62,1161431.25,742889.00,781201.31,301850.50,97349.81,131160.67,148991.42,832434.19,365686.72,322056.28,291306.28,178452.62,3849405.75,465325.91,87283.10,191606.95,489001.62,191448.06,27683.71,19907.92,26801.86,47060.64,2112945.75,958181.94,1296423.38,6473526.50,8521591.00,1112677.62,472995.59,2246959.25,2933123.75,10062056.00,1493786.62,1143345.88,671094.69
g,557,557,19,71.013680,8.063,0.811367,[M-H]-,,Pyruvaldehyde,Pyruvaldehyde,C3H4O2,-1.000,2.471012,71.013680,1588973.00,4001930.00,218917.88,395545.75,1597386.00,522133.34,100912.07,47736.59,60487.79,36229.29,54151.86,1208713.12,3572329.25,352329.78,181467.17,739615.56,208109.61,37594.45,111534.13,262262.00,175368.38,35882.95,44692.43,71083.41,729508.50,182159.58,166998.80,97097.50,76418.09,72780.55,349545.03,220742.19,148506.47,103701.31,76982.94,44511.72,52500.23,42014.38,92405.19,168332.64,91298.19,311713.38,58860.69,301816.16,126009.46,46877.15,48068.59,86440.70,88768.46,33137.91,39084.13,45118.02,26557.20,150803.56,124803.06,93376.48,842284.69,736974.56,234428.62,153507.92,271522.41,1754570.00,1381427.50,304139.41,1993116.62,462055.62
g,559,559,61,71.013680,11.899,0.828478,[M-H]-,,Pyruvaldehyde,Pyruvaldehyde,C3H4O2,-1.000,2.471012,71.013680,694817.81,3930001.00,417172.47,688181.06,6180946.00,2065499.50,636047.94,481823.38,654546.75,587405.88,558934.56,1730956.38,4975665.00,1156694.12,1651405.88,931179.69,798220.19,412675.28,741008.19,418897.59,650755.69,399819.28,277633.91,543071.75,1715281.38,455661.38,649680.00,683180.25,691441.00,472880.50,1168035.00,632998.19,4942510.50,586310.31,534181.19,504678.75,444995.38,481574.28,561900.06,838300.25,657545.81,7638610.50,460701.00,4960084.50,510047.53,489794.97,541896.19,481510.25,369526.09,7812.46,16301.24,15643.85,10118.19,641130.06,651909.56,757304.94,488582.47,715911.81,588643.31,560262.62,1978361.62,6592317.50,4326233.00,827201.25,1449138.12,618498.69
g,563,563,61,74.024628,13.443,0.832797,[M-H]-,,glycine,glycine,C2H5NO2,0.167,1.649047,74.024628,9011727.00,8928844.00,1223067.12,3237782.25,6690897.50,1134834.88,384823.66,78209.73,2257729.00,102669.31,913543.00,4432662.50,10100892.00,377499.34,1258629.00,1624084.38,2543068.00,83087.75,9935387.00,2078690.50,963179.75,80247.64,165160.69,158007.89,1236863.00,772541.31,1418645.12,399781.62,161530.52,6338158.00,1142321.38,896812.81,1114018.00,536892.81,697285.31,87136.60,231610.50,317686.72,988977.06,1392899.75,2170189.75,417247.50,154870.62,1258288.38,288708.16,99810.60,159064.73,18577090.00,566098.06,30684.07,20825.52,10972.17,11020.53,3214542.75,699706.81,848543.50,9821158.00,4119606.75,1115018.00,995518.50,487149.22,3385651.75,10587239.00,6630474.50,4280780.50,419638.25
g,565,565,36,87.008835,4.156,0.852306,[M-H]-,,pyruvate,pyruvate,C3H4O3,0.076,0.789168,87.008835,9847665.00,31296536.00,595375.19,2896897.00,2185080.00,994131.75,741417.94,422304.09,783480.06,244949.70,1555254.62,2696284.00,11212703.00,958896.06,4246355.50,474341.03,2310342.00,607073.50,681393.31,1349464.25,15890371.00,239685.11,1061186.38,400958.75,3594829.25,522111.62,1747127.62,450818.25,915936.44,443024.91,1129013.62,1123562.75,917564.06,369227.88,1502633.88,395402.12,807147.75,550783.19,450275.41,775465.31,685545.94,645785.56,523651.41,585641.19,1069199.88,495711.91,399995.84,515841.25,538499.12,474117.41,447151.00,379485.75,211066.00,281179.72,720555.50,409446.25,6096550.50,5132718.50,575964.94,469096.66,264973.94,2089103.38,2758008.25,933129.00,5968265.50,2033839.38
g,566,566,62,87.045341,6.236,0.841243,[M-H]-,,Butyrate,Butyrate,C4H8O2,0.394,2.191218,87.045341,1664207488.00,780391936.00,175978000.00,792531456.00,893714752.00,862620992.00,155065520.00,48006208.00,359597472.00,54714224.00,28239718.00,298606816.00,3117137664.00,492709472.00,426603872.00,291666144.00,144175552.00,289765600.00,199921280.00,250073712.00,455167968.00,110198528.00,105414680.00,150203824.00,419517088.00,198586704.00,434800800.00,221480560.00,169237504.00,124086432.00,592467456.00,315558656.00,60659700.00,373232608.00,238962832.00,30099074.00,81573072.00,60552476.00,78719816.00,153326640.00,263824384.00,109461400.00,42200028.00,227841968.00,145521344.00,27151722.00,85629520.00,71783848.00,90742592.00,147374.23,105946.82,124323.66,175435.86,332189696.00,89458824.00,15249872.00,331723872.00,254805200.00,158257152.00,268920736.00,371083168.00,777720320.00,442912160.00,474445056.00,1850396672.00,383947360.00
g,569,569,62,88.040543,13.008,0.814981,[M-H]-,,alanine,alanine,C3H7NO2,0.061,1.559842,88.040543,133362880.00,59645696.00,11945464.00,8138460.00,32915274.00,6495502.00,2442119.25,2318724.50,3629283.75,2737389.25,2845117.75,40423748.00,91979840.00,4441488.00,5664244.00,29732166.00,15716709.00,2073983.62,2560086.75,29359656.00,1746231.88,2016708.00,1029095.25,3053617.25,8874140.00,9716812.00,2946699.25,6089744.00,1488375.88,7209171.50,4089756.75,9543127.00,4679459.00,2159857.00,2756132.25,2925922.25,2568553.25,2763442.75,3346406.25,4043826.00,2628410.25,3147771.25,3018946.75,12722757.00,2084983.88,3105234.75,3159232.00,3501611.25,1954698.12,50068.06,23860.99,26952.51,37552.20,18299886.00,1222057.50,1843430.00,62528252.00,30460496.00,13069047.00,3733420.00,3029716.00,24920794.00,50458412.00,10048577.00,125913480.00,3830477.25
g,576,576,58,89.024574,7.824,0.827793,[M-H]-,,lactate,lactate,C3H6O3,0.024,1.714000,89.024574,453968288.00,115022784.00,2082004.62,7802134.50,29305168.00,16922898.00,4270072.00,614508.50,5300439.50,359743.41,12378771.00,5864034.50,68183568.00,5173760.50,6341768.00,3285351.25,18479032.00,1208029.00,3542717.25,3036674.75,77299208.00,814081.19,1729078.38,2623541.50,8938274.00,3084386.25,6843140.00,17433304.00,4674708.00,1685312.50,4569811.50,10749252.00,5730922.50,11121334.00,8498435.00,1425841.88,3721544.25,400800.41,1761973.62,2592321.25,6332500.00,3277185.25,2713252.00,6613211.50,3515216.25,531528.50,998630.44,2170847.00,2046274.38,638290.25,385467.50,135380.17,375411.66,8310302.50,4366831.50,6797369.50,783669568.00,135167472.00,2375982.25,3453283.75,6015496.00,26787898.00,23657568.00,13226187.00,220542000.00,6250936.00
g,578,578,4,93.034706,2.954,0.677161,[M-H]-,,phenol,phenol,C6H6O,1.044,1.230090,93.034706,13597915.00,9129124.00,15058813.00,13735715.00,13265059.00,18867386.00,10564933.00,11202741.00,9788532.00,10072248.00,10205482.00,14613411.00,21420678.00,15822637.00,18751862.00,13955656.00,19252810.00,10740501.00,10700917.00,18477022.00,17935766.00,10672697.00,15175152.00,10506970.00,17589424.00,18363130.00,16986878.00,14952535.00,15496368.00,11140379.00,13746640.00,18174818.00,10059468.00,15511599.00,9692304.00,9544027.00,10260860.00,10377528.00,10423237.00,11397699.00,11401323.00,10488887.00,10477073.00,15803119.00,14611479.00,10346393.00,9784203.00,9998947.00,12612381.00,30039.95,38090.58,57294.38,95054.00,19427250.00,29124728.00,23354510.00,17478626.00,32143424.00,21247774.00,18976146.00,22283874.00,38818416.00,20342018.00,21080928.00,10224919.00,20766130.00
g,580,580,66,96.960381,13.147,0.838313,[M-H]-,,sulfate,sulfate,H2SO4,0.687,2.832693,96.960381,3544289.25,6729610.00,6963667.50,14910624.00,16913626.00,19015298.00,17122238.00,24316922.00,29334154.00,20568664.00,17674230.00,30380762.00,39951836.00,14886753.00,15869283.00,20140282.00,13220805.00,29300976.00,19005998.00,15604309.00,18669506.00,18467994.00,10660548.00,24364640.00,15522671.00,13923656.00,13944920.00,23552472.00,17123010.00,20594418.00,33431656.00,9317703.00,19450690.00,13604848.00,22098078.00,24081584.00,23646112.00,34519108.00,22480762.00,15734773.00,21578610.00,30189530.00,29045390.00,14013169.00,23083368.00,27681422.00,25724568.00,21229050.00,16740235.00,1475570.62,1335691.38,1213591.50,1283178.12,8254960.00,8402737.00,12712271.00,36867540.00,6923945.50,10321785.00,13436544.00,18273642.00,25746246.00,7501264.00,4983182.50,3824206.75,10568763.00
g,589,589,58,122.025116,7.192,0.835971,[M-H]-,,nicotinate,nicotinate,C6H5NO2,0.082,3.001120,122.025116,11475563.00,44862172.00,5670917.50,22932694.00,39079196.00,26978818.00,5815712.00,1372279.62,3719899.75,679585.69,394409.47,21719000.00,59430000.00,19913918.00,22306160.00,15248951.00,8308464.50,630533.56,6918304.50,6165122.50,9292909.00,168831.44,999211.56,6725158.50,18531832.00,19615106.00,16657448.00,5477776.50,7603312.00,4047371.25,19545008.00,11160580.00,3668486.75,6571378.00,4441230.50,231234.20,449449.12,763556.50,2563401.25,5508067.50,5553925.50,1799623.50,1602662.62,27506106.00,7673109.50,910489.94,1486748.50,4682414.50,4116884.75,20022.51,18887.47,11865.84,14123.62,11990095.00,3314089.00,8201693.50,23366382.00,27989728.00,7758244.50,6001536.50,17050702.00,47811500.00,22982774.00,15066165.00,19099832.00,17076214.00
g,591,591,66,124.007782,10.729,0.851300,[M-H]-,,taurine,taurine,C2H7NO3S,0.418,3.137709,124.007782,291315.91,1616586.12,136579.22,497415.09,279891.16,144264.58,3473460.25,38645.42,191148.75,56605.69,121299.19,634918.00,857037.75,264948.88,94404312.00,269460.53,282182.22,3983844.75,1128904.62,367016.75,629673.81,136627.98,246807.50,102242.84,307300.78,325440.72,470912.59,677544.00,154247.64,87637.75,465558.09,244935.17,351725.47,20209366.00,243183.81,61266.99,106626.97,26189856.00,5381777.50,164985.12,348283.97,64744.46,326513.03,182024.50,1470201.38,3187795.00,61554.83,168040.80,212122.05,12375.55,10526.00,26058.03,5690.28,510568.66,132362.61,183732.89,80647472.00,2125029.25,392200.00,161937.27,526525.06,4040324.00,1090345.50,376963.38,766467.31,439383.47
g,597,597,26,125.036057,5.366,0.770649,[M-H]-,,thymine,thymine,C5H6N2O2,0.168,3.233941,125.036057,18061538.00,11657367.00,2492502.00,435210.78,2866782.00,825522.19,35593.30,21052.28,24442.62,11081.82,6635.26,10532035.00,8438295.00,490994.22,216328.31,2116724.00,1077033.12,15331.14,29583.15,2070768.00,203945.88,18994.38,94452.04,30228.45,1078712.12,390349.09,552236.38,112838.34,306002.84,94924.85,252691.88,252585.58,55211.95,70496.48,40232.97,21155.65,16860.90,40674.24,255564.11,129009.84,76193.06,29062.75,22712.41,1090824.12,277558.81,14282.16,18373.93,48696.05,91495.59,30536.97,20958.44,11558.14,6369.67,273467.25,390622.00,130373.79,2562268.25,3800474.00,1175551.75,204297.50,341790.97,11205737.00,8887879.00,1290824.00,2334283.75,593534.69
g,606,606,64,128.035721,9.471,0.841003,[M-H]-,,Pyroglutamic acid,Pyroglutamic acid,C5H7NO3,0.441,3.098586,128.035721,81170520.00,51696160.00,12255779.00,7689490.50,45749836.00,6176608.00,7132144.00,1593755.12,6695220.00,1848055.00,6731445.50,29951034.00,36216328.00,4061207.25,4735987.50,17072192.00,14747580.00,1153925.62,2683695.25,13872081.00,15619632.00,1690714.62,1110950.75,4255222.00,9575416.00,6488671.50,5514454.00,3270494.75,2680815.25,3780181.25,4739274.00,11065991.00,8532431.00,2255809.00,9129527.00,1595609.00,3404322.75,1580844.38,2682108.25,4075267.25,3799834.00,3512662.75,2711371.00,8363333.50,3944949.25,515288.78,1028428.75,2662716.00,2478242.25,166737.56,141616.17,158463.66,88472.16,11856797.00,2415890.75,884289.31,32929544.00,31929438.00,11154635.00,5036109.50,3263139.25,19610470.00,38938340.00,5734056.50,79657128.00,3235542.00
g,607,607,58,128.072189,11.571,0.849336,[M-H]-,,DL-Pipecolic acid,DL-Pipecolic acid,C6H11NO2,0.009,3.812562,128.072189,549195.19,1252823.62,36239.29,1199866.12,1099885.38,2388602.00,1204904.62,36374.76,1727540.62,14630.77,14318.02,2631917.25,11611796.00,2573901.75,8658804.00,108190.59,6262989.50,34712.60,489962.62,4508493.50,2484357.25,75293.99,39577.61,40800.23,3140239.00,75744.07,109893.47,1237685.88,1352162.62,1437822.62,530245.94,245972.70,38391.00,449126.00,10993428.00,5276.29,52872.64,224042.75,537054.00,1223437.62,1753822.50,26626.49,679969.44,79642.60,52159.53,129903.90,255089.56,30775.09,22260.46,6222.90,4794.18,5034.36,4540.22,70821.78,580490.81,734915.81,506681.66,226819.02,39848.14,66657.68,920595.25,1998366.62,911577.69,2701002.75,8525867.00,2837817.00
g,608,608,61,128.072205,11.718,0.850007,[M-H]-,,Pipecolic acid isomer (2),Pipecolic acid isomer,C6H11NO2,0.751,3.931704,128.072205,558865.12,1245743.12,36515.65,1198021.50,1097204.50,2367837.75,1194607.38,36374.76,1711267.12,17666.38,14711.58,2612305.50,11517184.00,2563559.75,8580137.00,111545.16,6204002.50,34712.60,487970.66,4481230.50,2455023.75,75293.99,39577.61,40800.23,3114241.25,58136.16,113846.23,1250887.12,1345490.00,1454814.00,538783.94,245145.92,38391.00,446984.41,10888829.00,3721.13,56101.30,226052.62,537986.94,1210188.62,1736763.38,26626.49,677546.56,79642.60,52159.53,12218.39,260369.61,19658.87,22260.46,15079.97,4794.18,5034.36,3101.58,71261.14,586379.81,738154.31,508367.16,231636.30,41146.52,71297.83,913331.06,2000721.38,910170.81,2686439.75,8635835.00,2836910.00
g,610,610,60,111.020439,5.018,0.832088,[M-H]-,,uracil,uracil,C4H4N2O2,0.018,3.917091,111.020439,325342112.00,706032192.00,19770342.00,3555405.00,164505040.00,8636062.00,994047.19,85978.46,431230.22,139185.80,65530.02,141999504.00,461391776.00,6008450.50,3210694.75,79844288.00,16122989.00,52023.29,823512.00,13173376.00,2501992.75,65870.16,93547.09,567247.44,47246944.00,10997144.00,1678597.62,916505.81,1829964.00,1976965.00,12558721.00,7631825.50,3520329.00,527335.44,962314.19,72565.34,120497.84,85409.49,1692038.00,3662198.00,3634868.75,130147.48,167829.55,9701839.00,1854393.88,24195.55,112706.51,959363.75,880104.19,90080.93,90547.51,42181.80,32226.45,10717335.00,3708674.25,2715469.25,43168508.00,91486976.00,13621557.00,1738579.88,8681263.00,169149552.00,229569920.00,10494073.00,408603616.00,36659908.00
g,611,611,61,112.052116,7.531,0.837978,[M-H]-,,Creatinine,Creatinine,C4H7N3O,0.121,4.289557,112.052116,146482.61,675045.31,8266009.50,1055374.88,453453.84,244766.38,1255588.62,1270478.88,757688.31,145417.86,285303.31,1794169.88,1013790.06,315927.34,2750390.75,991487.31,1350588.25,106035.02,321324.22,16649068.00,1023939.94,1202930.38,615777.81,874904.50,3306836.25,501817.66,1623974.88,512932.34,294297.72,608567.94,1855392.12,1088297.38,1149793.38,703665.56,897126.81,115384.76,292467.91,963727.75,461769.75,704308.69,526180.06,899779.81,538157.25,428172.91,9791659.00,1027305.44,270235.62,505844.59,801688.19,4947.88,8444.67,16216.78,26073.71,448633.66,844443.69,1035348.56,46301424.00,9640137.00,422600.72,542104.81,238775.36,1529733.00,272734.81,4320143.50,182745.42,428669.91
g,614,614,62,114.056519,12.020,0.828640,[M-H]-,,proline,proline,C5H9NO2,0.162,4.080389,114.056519,36832980.00,45786820.00,9314839.00,4059489.00,13387277.00,3869484.75,1624442.00,598464.38,1184870.12,323812.09,369481.34,38038968.00,40325536.00,3545612.75,1570382.88,27842080.00,5879492.00,141865.73,725363.06,8350670.00,2338832.25,681263.19,292518.03,1392100.12,6052079.50,17313110.00,3608776.75,2191082.25,1649407.62,4389097.50,4308680.00,6350670.50,2871896.75,1463236.00,2396518.00,259461.12,401295.84,413324.50,952792.56,2644653.25,2256320.00,734844.06,476313.78,17491834.00,1744339.00,86262.00,628596.94,1812536.62,793106.44,3694.60,5894.73,5467.42,7812.58,7718647.50,1034165.44,1391093.88,25472494.00,26211822.00,17931120.00,2224569.75,1216852.38,28934922.00,56152668.00,6411126.00,23032798.00,2258315.25
g,618,618,52,115.076683,4.187,0.834126,[M-H]-,,Hexanoic acid,Hexanoic acid,�C6H12O2,0.187,1.988955,115.076683,230736832.00,1211166848.00,200884048.00,425105152.00,24419594.00,936727232.00,5369501.50,1115104.88,89077600.00,10011598.00,2260857.25,17882738.00,1817003008.00,102491016.00,84822080.00,16539992.00,5065771.50,735197.00,2363953.00,2763851.25,192230272.00,2583748.25,12588729.00,2090304.50,135522928.00,14570012.00,310078848.00,8717157.00,56448436.00,1725054.12,17110030.00,279992736.00,4880204.50,4691569.50,63106540.00,1101184.12,20777376.00,1133785.00,1168254.00,148590832.00,74457656.00,16343757.00,11000371.00,45558972.00,24582102.00,1412331.38,1420045.12,1833196.38,60596784.00,1142940.38,1445941.50,1324698.25,1313716.75,15717243.00,2775007.50,464281.97,263139456.00,273376896.00,56915312.00,59081040.00,8668416.00,25114898.00,69632704.00,16232329.00,849706176.00,157192688.00
g,620,620,66,116.035675,8.258,0.835139,[M-H]-,,Acetylglycine,Acetylglycine,C4H7NO3,0.472,3.090279,116.035675,6276652.00,966817.50,731197.69,1009980.75,678632.06,846466.19,1654194.38,1928865.38,2426918.00,2345993.25,2061342.12,1092006.88,779288.50,959339.31,1273077.50,881636.50,961171.06,1905758.00,1821073.62,754567.00,1143204.62,1526594.62,798646.19,1877382.00,1060572.62,913030.06,989727.31,1202923.00,857191.94,1373736.25,1222913.38,1062007.00,1503511.62,1156844.88,1724837.00,2238495.00,1897996.50,2091355.38,2076897.12,1019602.00,1527828.50,1658836.12,1999963.12,848036.31,1287231.62,2498125.00,2324915.75,1700549.38,1301087.50,119314.04,100781.06,150414.45,233451.30,897573.81,721320.50,813996.56,20497322.00,1477632.38,761961.19,1081460.12,563844.06,404078.97,464603.00,661244.81,6653555.50,652982.06
