Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_Name,Sequencing_method,SRA Study,Submitter_Id
ERR4283303,WGS,252,5299982352,PRJEB38984,SAMEA7000343,2022995858,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235963,SAMEA7000343,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-19T20:51:00Z,1,SAMEA7000343,W0050_v4,Illumina Solexa,ERP122448,W0050_v4
ERR4283304,WGS,252,3829622076,PRJEB38984,SAMEA7000344,1385048573,GOTHENBURG UNIVERISITY,2016,human,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235964,SAMEA7000344,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T01:07:00Z,1,SAMEA7000344,W0051_v1,Illumina Solexa,ERP122448,W0051_v1
ERR4283305,WGS,252,4500202644,PRJEB38984,SAMEA7000345,1455842466,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235965,SAMEA7000345,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:29:00Z,1,SAMEA7000345,W0051_v2,Illumina Solexa,ERP122448,W0051_v2
ERR4283306,WGS,252,5003760132,PRJEB38984,SAMEA7000346,1896444360,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235966,SAMEA7000346,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-16T14:33:00Z,1,SAMEA7000346,W0051_v3,Illumina Solexa,ERP122448,W0051_v3
ERR4283307,WGS,252,4458140820,PRJEB38984,SAMEA7000347,2144284118,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235967,SAMEA7000347,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:24:00Z,1,SAMEA7000347,W0051_v4,Illumina Solexa,ERP122448,W0051_v4
ERR4283308,WGS,252,4466757204,PRJEB38984,SAMEA7000348,1505669206,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235968,SAMEA7000348,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-22T11:04:00Z,1,SAMEA7000348,W0052_v1,Illumina Solexa,ERP122448,W0052_v1
ERR4283309,WGS,252,3849686316,PRJEB38984,SAMEA7000349,1246542841,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235969,SAMEA7000349,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T01:20:00Z,1,SAMEA7000349,W0052_v2,Illumina Solexa,ERP122448,W0052_v2
ERR4283310,WGS,252,4471884144,PRJEB38984,SAMEA7000350,1634483825,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235970,SAMEA7000350,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T19:58:00Z,1,SAMEA7000350,W0052_v3,Illumina Solexa,ERP122448,W0052_v3
ERR4283311,WGS,252,5026363524,PRJEB38984,SAMEA7000351,1887582193,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235971,SAMEA7000351,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:26:00Z,1,SAMEA7000351,W0052_v4,Illumina Solexa,ERP122448,W0052_v4
ERR4283312,WGS,252,5277374928,PRJEB38984,SAMEA7000352,1859199941,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235972,SAMEA7000352,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T01:08:00Z,1,SAMEA7000352,W0053_v1,Illumina Solexa,ERP122448,W0053_v1
ERR4283313,WGS,252,4536090972,PRJEB38984,SAMEA7000353,1477272346,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235973,SAMEA7000353,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:29:00Z,1,SAMEA7000353,W0053_v2,Illumina Solexa,ERP122448,W0053_v2
ERR4283314,WGS,252,4360428324,PRJEB38984,SAMEA7000354,1761694836,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235974,SAMEA7000354,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T20:33:00Z,1,SAMEA7000354,W0053_v3,Illumina Solexa,ERP122448,W0053_v3
ERR4283315,WGS,252,7225707384,PRJEB38984,SAMEA7000355,2544047975,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235975,SAMEA7000355,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-17T09:16:00Z,1,SAMEA7000355,W0053_v4,Illumina Solexa,ERP122448,W0053_v4
ERR4283316,WGS,252,4687438140,PRJEB38984,SAMEA7000356,1606322999,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235976,SAMEA7000356,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:26:00Z,1,SAMEA7000356,W0054_v1,Illumina Solexa,ERP122448,W0054_v1
ERR4283317,WGS,252,4626953352,PRJEB38984,SAMEA7000357,1533329788,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235977,SAMEA7000357,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-14T08:02:00Z,1,SAMEA7000357,W0054_v2,Illumina Solexa,ERP122448,W0054_v2
ERR4283318,WGS,252,5386868424,PRJEB38984,SAMEA7000358,2047256953,GOTHENBURG UNIVERISITY,2016,human,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235978,SAMEA7000358,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-13T08:17:00Z,1,SAMEA7000358,W0054_v3,Illumina Solexa,ERP122448,W0054_v3
ERR4283319,WGS,252,5467103964,PRJEB38984,SAMEA7000359,2057401177,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235979,SAMEA7000359,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:24:00Z,1,SAMEA7000359,W0054_v4,Illumina Solexa,ERP122448,W0054_v4
ERR4283320,WGS,252,4396489776,PRJEB38984,SAMEA7000360,1473211884,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235980,SAMEA7000360,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-14T08:06:00Z,1,SAMEA7000360,W0055_v1,Illumina Solexa,ERP122448,W0055_v1
ERR4283321,WGS,252,3950103276,PRJEB38984,SAMEA7000361,1283020047,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235981,SAMEA7000361,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:24:00Z,1,SAMEA7000361,W0055_v2,Illumina Solexa,ERP122448,W0055_v2
ERR4283322,WGS,252,4196488968,PRJEB38984,SAMEA7000362,1475964972,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235982,SAMEA7000362,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:24:00Z,1,SAMEA7000362,W0055_v3,Illumina Solexa,ERP122448,W0055_v3
ERR4283323,WGS,252,5720318604,PRJEB38984,SAMEA7000363,2523363983,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235983,SAMEA7000363,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-19T19:47:00Z,1,SAMEA7000363,W0055_v4,Illumina Solexa,ERP122448,W0055_v4
ERR4283324,WGS,252,4773411720,PRJEB38984,SAMEA7000364,1622695758,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235984,SAMEA7000364,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T19:49:00Z,1,SAMEA7000364,W0056_v1,Illumina Solexa,ERP122448,W0056_v1
ERR4283325,WGS,252,3925795608,PRJEB38984,SAMEA7000365,1295190206,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235985,SAMEA7000365,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:25:00Z,1,SAMEA7000365,W0056_v2,Illumina Solexa,ERP122448,W0056_v2
ERR4283326,WGS,252,4592880180,PRJEB38984,SAMEA7000366,2197600573,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235986,SAMEA7000366,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-16T10:50:00Z,1,SAMEA7000366,W0056_v3,Illumina Solexa,ERP122448,W0056_v3
ERR4283327,WGS,252,7753024692,PRJEB38984,SAMEA7000367,2714590952,GOTHENBURG UNIVERISITY,2016,human,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235987,SAMEA7000367,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T22:56:00Z,1,SAMEA7000367,W0056_v4,Illumina Solexa,ERP122448,W0056_v4
ERR4283328,WGS,252,4453997688,PRJEB38984,SAMEA7000368,1492445264,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235988,SAMEA7000368,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:24:00Z,1,SAMEA7000368,W0057_v1,Illumina Solexa,ERP122448,W0057_v1
ERR4283329,WGS,252,5399710344,PRJEB38984,SAMEA7000369,1759713312,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235989,SAMEA7000369,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-16T14:36:00Z,1,SAMEA7000369,W0057_v2,Illumina Solexa,ERP122448,W0057_v2
ERR4283330,WGS,252,4255799940,PRJEB38984,SAMEA7000370,1498781313,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235990,SAMEA7000370,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-22T19:10:00Z,1,SAMEA7000370,W0057_v3,Illumina Solexa,ERP122448,W0057_v3
ERR4283331,WGS,252,8081692668,PRJEB38984,SAMEA7000371,2828469889,GOTHENBURG UNIVERISITY,2016,human,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235991,SAMEA7000371,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-22T02:04:00Z,1,SAMEA7000371,W0057_v4,Illumina Solexa,ERP122448,W0057_v4
ERR4283332,WGS,252,4678792524,PRJEB38984,SAMEA7000372,1634204896,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235992,SAMEA7000372,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-21T00:30:00Z,1,SAMEA7000372,W0058_v1,Illumina Solexa,ERP122448,W0058_v1
ERR4283333,WGS,252,4848835572,PRJEB38984,SAMEA7000373,1625328064,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235993,SAMEA7000373,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:46Z,2022-01-05T00:17:46Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-22T01:33:00Z,1,SAMEA7000373,W0058_v2,Illumina Solexa,ERP122448,W0058_v2
